orf19_id	a22_systematic_name	gene_name	other_alleles
orf19.3592	C2_08790W_A	JEM1	C2_08790W_B
orf19.3593	C2_08780W_A	RPT6	C2_08780W_B
orf19.3599	C2_08760C_A	TIF4631	C2_08760C_B
orf19.36	C2_06620W_A		C2_06620W_B
orf19.360	C3_03610W_A	FUR4	C3_03610W_B
orf19.3603	C2_08730W_A	MFG1	C2_08730W_B
orf19.3604	C2_08720W_A		C2_08720W_B
orf19.3606	C2_08700C_A		C2_08700C_B
orf19.3608	C2_08680W_A	MSH3	C2_08680W_B
orf19.3609	C2_08670C_A	UTP15	C2_08670C_B
orf19.3613	C2_08630C_A		C2_08630C_B
orf19.3615	C2_08620W_A		C2_08620W_B
orf19.3616	C2_08610W_A	ERG9	C2_08610W_B
orf19.3617	C2_08600W_A	GTR1	C2_08600W_B
orf19.3622	C2_08570W_A	ANP1	C2_08570W_B
orf19.3623	C2_08560W_A	SMC2	C2_08560W_B
orf19.3624	C2_08550C_A	MSU1	C2_08550C_B
orf19.3626	C2_08530C_A		C2_08530C_B
orf19.3628	C2_08500W_A	RSP5	C2_08500W_B
orf19.3629	C2_08490W_A	DSE1	C2_08490W_B
orf19.3630	C2_08480W_A	RRP8	C2_08480W_B
orf19.3631	C2_08470C_A	STN1	C2_08470C_B
orf19.3639	C2_08420W_A		C2_08420W_B
orf19.364	C4_00020W_A	VMA6	C4_00020W_B
orf19.3642	C6_00820W_A	SUN41	C6_00820W_B
orf19.3646	C6_00790C_A	CTR1	C6_00790C_B
orf19.3647	C6_00780W_A	SEC8	C6_00780W_B
orf19.3648	C6_00770C_A		C6_00770C_B
orf19.3649	C6_00760W_A		C6_00760W_B
orf19.3651	C6_00750C_A	PGK1	C6_00750C_B
orf19.3653	C6_00740W_A	FAT1	C6_00740W_B
orf19.3656	C6_00720C_A	COX15	C6_00720C_B
orf19.3658	C6_00710W_A		C6_00710W_B
orf19.3659	C6_00700C_A		C6_00700C_B
orf19.366	C4_00030C_A		C4_00030C_B
orf19.3661	C1_02040C_A		C1_02040C_B
orf19.3663	C1_02050C_A	PHO91	C1_02050C_B
orf19.3663.1	C1_02060W_A		C1_02060W_B
orf19.3665	C1_02080W_A	SET6	C1_02080W_B
orf19.3666	C1_02090C_A		C1_02090C_B
orf19.3669	C1_02120C_A	SHA3	C1_02120C_B
orf19.367	C4_00040W_A	CNH1	C4_00040W_B
orf19.3670	C1_02130C_A	GAL1	C1_02130C_B
orf19.3672	C1_02150W_A	GAL10	C1_02150W_B
orf19.3673	C1_02160W_A		C1_02160W_B
orf19.3675	C1_02180W_A	GAL7	C1_02180W_B
orf19.3676	C1_02190W_A	ABP140	C1_02190W_B
orf19.3677	C1_02200C_A	ATG5	C1_02200C_B
orf19.3679	C1_02220C_A		C1_02220C_B
orf19.3680	C1_02230W_A	SEP7	C1_02230W_B
orf19.3681	C1_02240W_A		C1_02240W_B
orf19.3682	C1_02250W_A	CWH8	C1_02250W_B
orf19.3683	C1_02260C_A	AGE3	C1_02260C_B
orf19.3685	C1_02280C_A	PSY2	C1_02280C_B
orf19.3686	C1_02290C_A		C1_02290C_B
orf19.3687	C1_02300W_A		C1_02300W_B
orf19.3688	C1_02310C_A		C1_02310C_B
orf19.3689	C1_02320C_A		C1_02320C_B
orf19.3690.2	C1_02330C_A		C1_02330C_B
orf19.3691	C1_02350W_A	TIM21	C1_02350W_B
orf19.3693	C1_02360C_A	PGA5	C1_02360C_B
orf19.3695	C7_02690C_A	EPT1	C7_02690C_B
orf19.3696	C7_02680W_A	TOM22	C7_02680W_B
orf19.3697	C7_02670W_A		C7_02670W_B
orf19.3698	C7_02660C_A		C7_02660C_B
orf19.3699	C7_02650W_A	TEP1	C7_02650W_B
orf19.3700	C7_02640W_A	TOM70	C7_02640W_B
orf19.3701	C7_02630W_A		C7_02630W_B
orf19.3704	CR_07750C_A	DBP6	CR_07750C_B
orf19.3704.1	CR_07760W_A		CR_07760W_B
orf19.3705	CR_07770C_A	PTC6	CR_07770C_B
orf19.3707	CR_07790C_A	YHB1	CR_07790C_B
orf19.3715	CR_07860C_A	ASF1	CR_07860C_B
orf19.372	C4_00060W_A		C4_00060W_B
orf19.3722	CR_02430C_A		CR_02430C_B
orf19.3724	CR_02420W_A		CR_02420W_B
orf19.3728	CR_02390W_A		CR_02390W_B
orf19.3730	CR_02380C_A		CR_02380C_B
orf19.3732	CR_02370W_A	ERG25	CR_02370W_B
orf19.3733	CR_02360W_A	IDP2	CR_02360W_B
orf19.3736	CR_02330C_A	KAR4	CR_02330C_B
orf19.374	C4_00070C_A		C4_00070C_B
orf19.3744	CR_02250C_A	CEX1	CR_02250C_B
orf19.3749	CR_02220C_A	OPT3	CR_02220C_B
orf19.3751	CR_02210W_A	FRK1	CR_02210W_B
orf19.3752	CR_02200C_A	RAD51	CR_02200C_B
orf19.3753	CR_02190C_A	SEF1	CR_02190C_B
orf19.3755	C1_12610W_A		C1_12610W_B
orf19.3756	C1_12600C_A	CHR1	C1_12600C_B
orf19.3757	C1_12590W_A	ATP20	C1_12590W_B
orf19.3758	C1_12580W_A		C1_12580W_B
orf19.3759	C1_12570C_A		C1_12570C_B
orf19.3760	C1_12560C_A	DLH1	C1_12560C_B
orf19.3761	C1_12550C_A	CDC54	C1_12550C_B
orf19.3764	C1_12520W_A	GSG1	C1_12520W_B
orf19.3765	C1_12510W_A	RAX2	C1_12510W_B
orf19.3767	C1_12490W_A	PEP1	C1_12490W_B
orf19.3769	C4_05080C_A		C4_05080C_B
orf19.377	C4_00090W_A	PHR3	C4_00090W_B
orf19.3770	C4_05070C_A	ARG8	C4_05070C_B
orf19.3774	C4_05050C_A	PPG1	C4_05050C_B
orf19.3774.1	C4_05040W_A	HUB1	C4_05040W_B
orf19.3775	C4_05030C_A	SSK2	C4_05030C_B
orf19.3777	C4_05020W_A	IMG2	C4_05020W_B
orf19.3778	C4_05010W_A		C4_05010W_B
orf19.3782	C4_04980W_A		C4_04980W_B
orf19.3782.2	C4_04970C_A		C4_04970C_B
orf19.3785	C4_04930C_A		C4_04930C_B
orf19.3787	C4_04920W_A		C4_04920W_B
orf19.3788.1	C4_04900W_A	RPL30	C4_04900W_B
orf19.3789	C4_04890C_A	RPL24A	C4_04890C_B
orf19.3792	C4_04870C_A		C4_04870C_B
orf19.3794	C4_04850C_A	CSR1	C4_04850C_B
orf19.3795	C4_04840C_A	AGP3	C4_04840C_B
orf19.3796	C4_04830W_A	DCR1	C4_04830W_B
orf19.3797	C4_04820C_A		C4_04820C_B
orf19.3798	C4_04810C_A		C4_04810C_B
orf19.3799	C4_04800W_A		C4_04800W_B
orf19.3801	C4_04790W_A	FAV1	C4_04790W_B
orf19.3802	C4_04780W_A	PMT6	C4_04780W_B
orf19.3804	C4_04760C_A		C4_04760C_B
orf19.3806	C4_04750W_A		C4_04750W_B
orf19.3809	C4_04730W_A	BAS1	C4_04730W_B
orf19.3810	C4_04720W_A		C4_04720W_B
orf19.3811	C4_04710W_A	GYP1	C4_04710W_B
orf19.3812	C4_04700W_A	SSZ1	C4_04700W_B
orf19.3815	C4_04660C_A		C4_04660C_B
orf19.3817	C4_04650W_A		C4_04650W_B
orf19.382	C1_08380W_A	TEF2	C1_08380W_B
orf19.3822	C4_04590W_A	SCS7	C4_04590W_B
orf19.3823	C4_04580W_A	ZDS1	C4_04580W_B
orf19.3825	C4_04570W_A	RCE1	C4_04570W_B
orf19.3826	C4_04560C_A		C4_04560C_B
orf19.3827	C4_04550C_A	OMA1	C4_04550C_B
orf19.3831	C4_04520W_A		C4_04520W_B
orf19.3833	C4_04510W_A		C4_04510W_B
orf19.3836	C4_04500C_A		C4_04500C_B
orf19.3838	C4_04480C_A	EFB1	C4_04480C_B
orf19.384	C1_08390C_A		C1_08390C_B
orf19.3840	C4_04460C_A	SAK1	C4_04460C_B
orf19.3841	C4_04450C_A	ATG1	C4_04450C_B
orf19.3843	C4_04440W_A		C4_04440W_B
orf19.3844	C4_04430W_A	MRP8	C4_04430W_B
orf19.3846	C4_04410C_A	LYS4	C4_04410C_B
orf19.385	C1_08400C_A	GCV2	C1_08400C_B
orf19.3854	CR_06040W_A		CR_06040W_B
orf19.3856	CR_06050W_A	CDC28	CR_06050W_B
orf19.3859	CR_06070W_A		CR_06070W_B
orf19.386	C1_08410C_A	SAM4	C1_08410C_B
orf19.3861	CR_06080W_A	SIS1	CR_06080W_B
orf19.3862	CR_06090W_A		CR_06090W_B
orf19.3865	CR_06110C_A	RFX1	CR_06110C_B
orf19.3867	CR_06120W_A	RPL7	CR_06120W_B
orf19.387	C1_08420W_A	GCR3	C1_08420W_B
orf19.3870	CR_06150C_A	ADE13	CR_06150C_B
orf19.3871	CR_06160C_A	DAD3	CR_06160C_B
orf19.3872	CR_06170W_A		CR_06170W_B
orf19.3873	CR_06180W_A	ARC40	CR_06180W_B
orf19.388	C1_08430W_A	CAF16	C1_08430W_B
orf19.3887	CR_06330C_A		CR_06330C_B
orf19.3888	CR_06340C_A	PGI1	CR_06340C_B
orf19.3893	C5_04110W_A	SCW11	C5_04110W_B
orf19.3898	C5_04150C_A		C5_04150C_B
orf19.3899	C5_04160W_A	SDC1	C5_04160W_B
orf19.390	C1_08450C_A	CDC42	C1_08450C_B
orf19.3900	C5_04170W_A		C5_04170W_B
orf19.3902	C5_04190W_A	MRV2	C5_04190W_B
orf19.391	C1_08460C_A	UPC2	C1_08460C_B
orf19.3911	C5_04270C_A	SAH1	C5_04270C_B
orf19.3912	C5_04280C_A	GLN3	C5_04280C_B
orf19.3915	C5_04300C_A		C5_04300C_B
orf19.392	C1_08470W_A		C1_08470W_B
orf19.3920	C5_04340W_A		C5_04340W_B
orf19.3921	C5_04350C_A		C5_04350C_B
orf19.3922	C5_04360C_A		C5_04360C_B
orf19.3926	C5_04400W_A	RNY11	C5_04400W_B
orf19.3929	C5_04420W_A		C5_04420W_B
orf19.393	C1_08480C_A	APS3	C1_08480C_B
orf19.3931	C5_04440C_A	SFC1	C5_04440C_B
orf19.3934	C5_04490C_A	CAR1	C5_04490C_B
orf19.3936	C5_04510W_A	GDE1	C5_04510W_B
orf19.3937	C5_04520W_A	TIP41	C5_04520W_B
orf19.3938	C5_04530W_A		C5_04530W_B
orf19.3939	C5_04550W_A		C5_04550W_B
orf19.394	C1_08490W_A		C1_08490W_B
orf19.3941	C5_04570C_A	URA7	C5_04570C_B
orf19.3942	C5_04580C_A	CSU57	C5_04580C_B
orf19.3942.1	C5_04590C_A	RPL43A	C5_04590C_B
orf19.3944	C5_04600C_A	GRR1	C5_04600C_B
orf19.3945	C5_04610W_A		C5_04610W_B
orf19.3946	C5_04620C_A		C5_04620C_B
orf19.3947	C5_04630W_A	SPT4	C5_04630W_B
orf19.3949	C5_04640C_A		C5_04640C_B
orf19.395	C1_08500C_A	ENO1	C1_08500C_B
orf19.3950	C5_04650C_A	MSM1	C5_04650C_B
orf19.3951	C5_04660C_A	TIP1	C5_04660C_B
orf19.3952	C5_04670W_A	SRP101	C5_04670W_B
orf19.3954	C5_04680W_A	PSD2	C5_04680W_B
orf19.3955	C5_04700C_A	MES1	C5_04700C_B
orf19.3956	C5_04710W_A		C5_04710W_B
orf19.3957	C5_04720C_A		C5_04720C_B
orf19.3959	C5_04730C_A	SSD1	C5_04730C_B
orf19.396	C1_08510W_A	EAF6	C1_08510W_B
orf19.3960	C5_04740C_A	HYS2	C5_04740C_B
orf19.3962	C5_04750C_A	HAS1	C5_04750C_B
orf19.3963	C5_04770W_A		C5_04770W_B
orf19.3964	C5_04780W_A	ASH2	C5_04780W_B
orf19.3967	C5_04810W_A	PFK1	C5_04810W_B
orf19.3969	C5_04830W_A	SFL2	C5_04830W_B
orf19.397	C1_08520C_A		C1_08520C_B
orf19.3970	C5_04840C_A		C5_04840C_B
orf19.3972	C5_04860C_A		C5_04860C_B
orf19.3973	C5_04870W_A		C5_04870W_B
orf19.3974	C5_04880C_A	PUT2	C5_04880C_B
orf19.3976	C5_04890C_A		C5_04890C_B
orf19.3977	C5_04900C_A		C5_04900C_B
orf19.3978	C5_04910W_A		C5_04910W_B
orf19.3980	C5_04920C_A		C5_04920C_B
orf19.3981	C5_04930C_A	MAL31	C5_04930C_B
orf19.3983	C5_04950C_A		C5_04950C_B
orf19.3984	C5_04960W_A		C5_04960W_B
orf19.3986	C5_04970C_A	PPR1	C5_04970C_B
orf19.399	C1_08540C_A	YPK1	C1_08540C_B
orf19.3990	C5_04990W_A		C5_04990W_B
orf19.3991	C5_05000C_A		C5_05000C_B
orf19.3992	C5_05010W_A		C5_05010W_B
orf19.3994	C5_05020C_A		C5_05020C_B
orf19.3995	C5_05030C_A	RIM13	C5_05030C_B
orf19.3996	C5_05040W_A		C5_05040W_B
orf19.3998	C5_05060C_A		C5_05060C_B
orf19.3999	C5_05070W_A		C5_05070W_B
orf19.4000	C5_05080W_A	GRF10	C5_05080W_B
orf19.4001	C5_05090W_A	MSS2	C5_05090W_B
orf19.4002	C5_05100C_A	DUN1	C5_05100C_B
orf19.4003	C5_05110C_A	TIP20	C5_05110C_B
orf19.4004	C5_05120W_A	CCT3	C5_05120W_B
orf19.4005	C5_05130C_A		C5_05130C_B
orf19.4006	C5_05140W_A		C5_05140W_B
orf19.4007	C5_05150C_A		C5_05150C_B
orf19.4009	C5_05160C_A	CNB1	C5_05160C_B
orf19.401	C1_08560W_A	TCP1	C1_08560W_B
orf19.4010	C5_05170W_A	PAN3	C5_05170W_B
orf19.4012	C5_05190W_A	PCL5	C5_05190W_B
orf19.4013	C5_05200C_A		C5_05200C_B
orf19.4015	C5_05220W_A	CAG1	C5_05220W_B
orf19.4016	C5_05230C_A	COR1	C5_05230C_B
orf19.4018	C5_05250C_A		C5_05250C_B
orf19.4019	C5_05260W_A	PSY4	C5_05260W_B
orf19.4022	C5_05280C_A	SDH4	C5_05280C_B
orf19.4023	C5_05290C_A	MRP2	C5_05290C_B
orf19.4024	C5_05300W_A	RIB5	C5_05300W_B
orf19.4025	C5_05310W_A	PRE1	C5_05310W_B
orf19.4026	C5_05320C_A	HIS1	C5_05320C_B
orf19.4028	C5_05330C_A	RER2	C5_05330C_B
orf19.4029	C5_05340W_A		C5_05340W_B
orf19.403	C1_08570C_A	PCL2	C1_08570C_B
orf19.4030	C5_05350W_A		C5_05350W_B
orf19.4031	C5_05360C_A		C5_05360C_B
orf19.4032	C5_05380W_A	RPN5	C5_05380W_B
orf19.4033	C5_05370C_A	PRP22	C5_05370C_B
orf19.4035	C5_05390C_A	PGA4	C5_05390C_B
orf19.4036	C5_05400W_A	APM1	C5_05400W_B
orf19.4040	C5_05410C_A	ILV3	C5_05410C_B
orf19.4041	C5_05430W_A	PEX4	C5_05430W_B
orf19.4044	C5_05450C_A	MUM2	C5_05450C_B
orf19.4045	C5_05470W_A	EST1	C5_05470W_B
orf19.405	C1_08580C_A	VCX1	C1_08580C_B
orf19.4051	C5_05490C_A	HTS1	C5_05490C_B
orf19.4059	C1_05120W_A		C1_05120W_B
orf19.406	C1_08590C_A	ERG1	C1_08590C_B
orf19.4060	C1_05110C_A	ARO4	C1_05110C_B
orf19.4061	C1_05100W_A		C1_05100W_B
orf19.4064	C1_05070C_A	GPI7	C1_05070C_B
orf19.407	C1_08600C_A	GCD6	C1_08600C_B
orf19.4072	C2_09130C_A	IFF6	C2_09130C_B
orf19.4076	C2_09140C_A	MET10	C2_09140C_B
orf19.4077	C2_09150W_A	MIT1	C2_09150W_B
orf19.4078	C2_09160W_A		C2_09160W_B
orf19.4080	C2_09180W_A		C2_09180W_B
orf19.4082	C2_09220W_A	DDR48	C2_09220W_B
orf19.4084	C2_09230C_A	KIS1	C2_09230C_B
orf19.4086	C2_09250W_A		C2_09250W_B
orf19.4088	C2_09260C_A	GLO2	C2_09260C_B
orf19.4089	C2_09270C_A	SGT1	C2_09270C_B
orf19.409	C1_08610C_A		C1_08610C_B
orf19.4090.1	C2_09290W_A		C2_09290W_B
orf19.4091	C2_09300W_A	MED18	C2_09300W_B
orf19.4092	C2_09310C_A		C2_09310C_B
orf19.4093	C2_09320C_A	PES1	C2_09320C_B
orf19.4096	C2_09350W_A	TAZ1	C2_09350W_B
orf19.4099	C2_06170C_A	ECM17	C2_06170C_B
orf19.410.3	C1_05560W_A	RIB4	C1_05560W_B
orf19.4102	C2_06150C_A	RPN10	C2_06150C_B
orf19.4105	C2_06130W_A	CSM3	C2_06130W_B
orf19.4106	C2_06120C_A		C2_06120C_B
orf19.4107	C2_06110W_A	PPX1	C2_06110W_B
orf19.4109	C2_06100W_A	PMT4	C2_06100W_B
orf19.4112	C2_06080C_A		C2_06080C_B
orf19.4116	C2_06040C_A		C2_06040C_B
orf19.4119	C2_06010W_A	SPO72	C2_06010W_B
orf19.412	C1_05530C_A	SSH1	C1_05530C_B
orf19.4120	C2_06000W_A	LAS1	C2_06000W_B
orf19.4122	C2_05980C_A		C2_05980C_B
orf19.4123	C2_04870C_A		C2_04870C_B
orf19.4125	C2_04860W_A	PZF1	C2_04860W_B
orf19.4127	C2_04850C_A		C2_04850C_B
orf19.413.1	C1_05510C_A	RPS27A	C1_05510C_B
orf19.4131	C5_01410C_A		C5_01410C_B
orf19.4132	C5_01420W_A		C5_01420W_B
orf19.4133	C5_01430C_A		C5_01430C_B
orf19.4134	C5_01440C_A		C5_01440C_B
orf19.4136	C5_01460W_A	YBL053	C5_01460W_B
orf19.414	C1_05500W_A	RSM22	C1_05500W_B
orf19.4142	C5_01470C_A		C5_01470C_B
orf19.4143	C5_01480W_A	FYV5	C5_01480W_B
orf19.4144	C5_01490C_A		C5_01490C_B
orf19.4145	C5_01500C_A	ZCF20	C5_01500C_B
orf19.4146	C5_01510W_A	SMD3	C5_01510W_B
orf19.4147	C5_01520C_A	GLR1	C5_01520C_B
orf19.4149.1	C5_01540W_A		C5_01540W_B
orf19.415	C1_05490C_A		C1_05490C_B
orf19.4150	C5_01560C_A		C5_01560C_B
orf19.4151	C5_01570C_A	SPO1	C5_01570C_B
orf19.4152	C5_01580C_A	CEF3	C5_01580C_B
orf19.4153	C5_01590W_A		C5_01590W_B
orf19.4157	C4_00830W_A	SPS20	C4_00830W_B
orf19.4159	C4_00820W_A		C4_00820W_B
orf19.4160	C4_00810C_A		C4_00810C_B
orf19.4161	C4_00800W_A		C4_00800W_B
orf19.4162	C4_00790C_A	MLH1	C4_00790C_B
orf19.4163	C4_00780C_A	YPP1	C4_00780C_B
orf19.4164	C4_00770C_A		C4_00770C_B
orf19.4168	C4_00740W_A		C4_00740W_B
orf19.417	C1_05470W_A	MTM1	C1_05470W_B
orf19.4173	C4_00690C_A		C4_00690C_B
orf19.4174	C4_00680W_A		C4_00680W_B
orf19.4175	C4_00670W_A	TOK1	C4_00670W_B
orf19.4176	C4_00660W_A		C4_00660W_B
orf19.4177	C4_00650W_A	HIS5	C4_00650W_B
orf19.418	C1_05460W_A	KOG1	C1_05460W_B
orf19.4180	C4_00630C_A	SEC72	C4_00630C_B
orf19.4181	C4_00620C_A	SPC2	C4_00620C_B
orf19.4182	C4_00610W_A		C4_00610W_B
orf19.4184	C4_00590C_A		C4_00590C_B
orf19.4185	C4_00580W_A		C4_00580W_B
orf19.4186	C4_00570C_A	PCT1	C4_00570C_B
orf19.4187	C4_00560C_A	MMM1	C4_00560C_B
orf19.4188	C4_00540C_A	NMD5	C4_00540C_B
orf19.4190	C4_00520W_A	PAM18	C4_00520W_B
orf19.4191	C4_00510C_A	RLP24	C4_00510C_B
orf19.4191.1	C4_00500W_A		C4_00500W_B
orf19.4192	C6_00670W_A	CDC14	C6_00670W_B
orf19.4193	C6_00660C_A		C6_00660C_B
orf19.4193.1	C6_00650C_A	RPS13	C6_00650C_B
orf19.4194	C6_00640C_A		C6_00640C_B
orf19.4195.1	C6_00620W_A	FCA1	C6_00620W_B
orf19.4197	C6_00600C_A	YHM2	C6_00600C_B
orf19.4199	C6_00590W_A	SLY41	C6_00590W_B
orf19.4201	C6_00570C_A	NHX1	C6_00570C_B
orf19.4203	C6_00560W_A		C6_00560W_B
orf19.4204	C6_00550W_A		C6_00550W_B
orf19.4205.1	C6_00530C_A	SME1	C6_00530C_B
orf19.4206	C6_00540W_A		C6_00540W_B
orf19.4208	C6_00510C_A	RAD52	C6_00510C_B
orf19.4209	C6_00500C_A		C6_00500C_B
orf19.4210	C6_00490W_A		C6_00490W_B
orf19.4213	C6_00460C_A	FET3	C6_00460C_B
orf19.4215	C6_00440C_A	FET34	C6_00440C_B
orf19.4216	C5_02110W_A		C5_02110W_B
orf19.4219	C5_02120C_A	RIX7	C5_02120C_B
orf19.422	C1_05430W_A	SPT20	C1_05430W_B
orf19.4220	C5_02140C_A		C5_02140C_B
orf19.4221	C5_02150C_A	ORC4	C5_02150C_B
orf19.4222	C5_02160W_A	SST2	C5_02160W_B
orf19.4223	C5_02170C_A	GCD11	C5_02170C_B
orf19.4225	C5_02180C_A	LEU3	C5_02180C_B
orf19.4225.1	C5_02190C_A		C5_02190C_B
orf19.4228	C5_02210W_A		C5_02210W_B
orf19.4229	C5_02220C_A		C5_02220C_B
orf19.423	C1_05420W_A		C1_05420W_B
orf19.4230	C5_02230W_A	PRE4	C5_02230W_B
orf19.4232	C5_02260C_A	PTH1	C5_02260C_B
orf19.4233	C5_02270W_A	THR4	C5_02270W_B
orf19.4234	C5_02280C_A		C5_02280C_B
orf19.4235	C5_02290W_A	PDE1	C5_02290W_B
orf19.4236	C5_02300C_A	RET2	C5_02300C_B
orf19.4240	C5_02320C_A		C5_02320C_B
orf19.4242	C5_02340C_A	CST20	C5_02340C_B
orf19.4243	C5_02350C_A		C5_02350C_B
orf19.4248	C5_02400W_A		C5_02400W_B
orf19.425	C1_05400C_A		C1_05400C_B
orf19.4252	C5_02440C_A	BUD32	C5_02440C_B
orf19.4253	C5_02450W_A		C5_02450W_B
orf19.4257	C5_02470W_A	INT1	C5_02470W_B
orf19.4258	C5_02480W_A		C5_02480W_B
orf19.4261	C5_02490C_A	TIF5	C5_02490C_B
orf19.4262	C5_02500C_A		C5_02500C_B
orf19.4265	C5_02530W_A	UAP1	C5_02530W_B
orf19.4268	C5_02550C_A	UTP13	C5_02550C_B
orf19.427	C1_05380C_A		C1_05380C_B
orf19.4273	C5_02590C_A		C5_02590C_B
orf19.4274	C5_02600W_A	PUT1	C5_02600W_B
orf19.4275	C5_02610C_A	RAD9	C5_02610C_B
orf19.4278	C5_02620C_A		C5_02620C_B
orf19.428	C1_05370C_A		C1_05370C_B
orf19.4284	C5_02670W_A	BUR2	C5_02670W_B
orf19.4288	C5_02700W_A	CTA7	C5_02700W_B
orf19.429	C1_05360C_A		C1_05360C_B
orf19.4290	C5_02710W_A	TRR1	C5_02710W_B
orf19.4292	C5_02720W_A	PEP12	C5_02720W_B
orf19.4293	C5_02730C_A		C5_02730C_B
orf19.4294	C5_02740W_A		C5_02740W_B
orf19.4295	C5_02750C_A	HIR2	C5_02750C_B
orf19.4297	C5_02760W_A	CKB2	C5_02760W_B
orf19.4299	C5_02770W_A	MSW1	C5_02770W_B
orf19.430	C1_05350W_A	YPT53	C1_05350W_B
orf19.4301	C5_02780W_A		C5_02780W_B
orf19.4305.1	C5_02810W_A		C5_02810W_B
orf19.4306	C5_02820C_A		C5_02820C_B
orf19.4307	C5_02830W_A		C5_02830W_B
orf19.4308	C5_02840C_A	HSL1	C5_02840C_B
orf19.4311	C5_02890W_A	YNK1	C5_02890W_B
orf19.4312	C5_02900W_A	SPT8	C5_02900W_B
orf19.4315	C5_02910C_A	GYP8	C5_02910C_B
orf19.4317	C5_02930C_A	GRE3	C5_02930C_B
orf19.4318	C5_02940C_A	MIG1	C5_02940C_B
orf19.432	C1_05330C_A		C1_05330C_B
orf19.4322	C5_02970W_A	DAP2	C5_02970W_B
orf19.4323	C5_02980C_A		C5_02980C_B
orf19.4326	C5_03010W_A	SNU66	C5_03010W_B
orf19.4328	C5_03020W_A	CCC2	C5_03020W_B
orf19.433	C1_05320C_A		C1_05320C_B
orf19.4335	C5_03060C_A	TNA1	C5_03060C_B
orf19.4336	C5_03070W_A	RPS5	C5_03070W_B
orf19.4337	C5_03080C_A	RUT1	C5_03080C_B
orf19.4339	C5_03090W_A	VPS4	C5_03090W_B
orf19.434	C1_05300C_A	PRD1	C1_05300C_B
orf19.4340.1	C5_03110C_A		C5_03110C_B
orf19.4341	C5_03120W_A		C5_03120W_B
orf19.4342	C5_03130W_A	SUT1	C5_03130W_B
orf19.4346	C5_03140C_A		C5_03140C_B
orf19.4347	C5_03150W_A		C5_03150W_B
orf19.4348	C5_03160W_A	MED14	C5_03160W_B
orf19.4349	C5_03170C_A		C5_03170C_B
orf19.4353	CR_03820C_A	ULP2	CR_03820C_B
orf19.4354	CR_03830C_A	MCM2	CR_03830C_B
orf19.4356	CR_03850W_A	HGT3	CR_03850W_B
orf19.4357	CR_03860C_A		CR_03860C_B
orf19.4358	CR_03870W_A		CR_03870W_B
orf19.4362	CR_03640C_A		CR_03640C_B
orf19.4363	CR_03650W_A	SGD1	CR_03650W_B
orf19.4367	CR_03680C_A	SMC1	CR_03680C_B
orf19.4369	CR_03700C_A		CR_03700C_B
orf19.437	C1_05290W_A	GRS1	C1_05290W_B
orf19.4371	CR_03720W_A	TAL1	CR_03720W_B
orf19.4373	CR_03740C_A		CR_03740C_B
orf19.4374	CR_03750C_A	PRP42	CR_03750C_B
orf19.4375	CR_03760W_A		CR_03760W_B
orf19.4375.1	CR_03770C_A	RPS30	CR_03770C_B
orf19.4377	CR_03790C_A	KRE1	CR_03790C_B
orf19.4378	CR_03800C_A	PPH3	CR_03800C_B
orf19.438	C1_05280W_A		C1_05280W_B
orf19.4380.1	CR_03620C_A		CR_03620C_B
orf19.4381	CR_03610C_A	VTC3	CR_03610C_B
orf19.4382	CR_03600C_A		CR_03600C_B
orf19.4383	CR_03590C_A		CR_03590C_B
orf19.4388	CR_03460W_A	TAF3	CR_03460W_B
orf19.439	C1_05270C_A		C1_05270C_B
orf19.4390	CR_03470W_A		CR_03470W_B
orf19.4392	CR_03490W_A	DEM1	CR_03490W_B
orf19.4393	CR_03500W_A	CIT1	CR_03500W_B
orf19.4395	CR_03520C_A		CR_03520C_B
orf19.4396	CR_03530W_A		CR_03530W_B
orf19.4398	CR_03540W_A		CR_03540W_B
orf19.4399	CR_03550W_A	NCS2	CR_03550W_B
orf19.440	C1_05260C_A	SDH1	C1_05260C_B
orf19.4401	CR_03570C_A	YVH1	CR_03570C_B
orf19.4403	C4_05910C_A	VPS11	C4_05910C_B
orf19.4406	C4_05960W_A	NIF3	C4_05960W_B
orf19.4409	C4_05980C_A		C4_05980C_B
orf19.441	C1_05240C_A	RPT1	C1_05240C_B
orf19.4410	C4_06000W_A	ALG1	C4_06000W_B
orf19.4411	C4_06010C_A	HOS1	C4_06010C_B
orf19.4412	C4_06020C_A	REV1	C4_06020C_B
orf19.4413	C4_06030W_A	CMD1	C4_06030W_B
orf19.4416	C4_06060W_A	VPS13	C4_06060W_B
orf19.4418	C4_06070C_A	FMT1	C4_06070C_B
orf19.4420	C4_06090C_A		C4_06090C_B
orf19.4423	C1_07440W_A		C1_07440W_B
orf19.4426	C1_07420C_A	PEX3	C1_07420C_B
orf19.4427	C1_07410C_A	SKP1	C1_07410C_B
orf19.443	C1_05230W_A		C1_05230W_B
orf19.4430	C1_07390W_A		C1_07390W_B
orf19.4432	C1_07380C_A	KSP1	C1_07380C_B
orf19.4433	C1_07370C_A	CPH1	C1_07370C_B
orf19.4435	C1_07360W_A		C1_07360W_B
orf19.4437	C1_07340W_A		C1_07340W_B
orf19.4438	C1_07330W_A	RME1	C1_07330W_B
orf19.4439.1	C1_07280C_A		C1_07280C_B
orf19.4440	C1_07270W_A	SEC34	C1_07270W_B
