reference_pmid	reference_sgdid	curation_tag	entity_type	entity_name	entity_sgdid	note	created_by	date_created
PMID:36328771	SGD:S000340459	Classical phenotype information	gene	GTR2	SGD:S000003395		STACIA	2022-11-07
PMID:36328771	SGD:S000340459	GO information	gene	GTR2	SGD:S000003395		STACIA	2022-11-07
PMID:36331188	SGD:S000340464	GO information	gene	SRO7	SGD:S000006236		STACIA	2022-11-07
PMID:36331188	SGD:S000340464	GO information	gene	RHO3	SGD:S000001380		STACIA	2022-11-07
PMID:36331188	SGD:S000340464	GO information	gene	YPT31	SGD:S000000833		STACIA	2022-11-07
PMID:36331188	SGD:S000340464	GO information	gene	SEC3	SGD:S000000810		STACIA	2022-11-07
PMID:36331188	SGD:S000340464	GO information	gene	MSO1	SGD:S000005332		STACIA	2022-11-07
PMID:36331188	SGD:S000340464	GO information	gene	SEC4	SGD:S000001889		STACIA	2022-11-07
PMID:36331188	SGD:S000340464	GO information	gene	SEC1	SGD:S000002571		STACIA	2022-11-07
PMID:36331188	SGD:S000340464	GO information	gene	SEC2	SGD:S000005216		STACIA	2022-11-07
PMID:36331188	SGD:S000340464	GO information	gene	MYO2	SGD:S000005853		STACIA	2022-11-07
PMID:36569379	SGD:S000341445	Engineering					STACIA	2023-01-09
PMID:37405742	SGD:S000344418	GO information	gene	FIN1	SGD:S000002537		STACIA	2023-07-11
PMID:36309435	SGD:S000340471	Classical phenotype information	gene	CYS3	SGD:S000000010		STACIA	2022-11-07
PMID:36309435	SGD:S000340471	Classical phenotype information	gene	CYS4	SGD:S000003387		STACIA	2022-11-07
PMID:36309435	SGD:S000340471	Classical phenotype information	gene	MET17	SGD:S000004294		STACIA	2022-11-07
PMID:36309435	SGD:S000340471	Classical phenotype information	gene	TUM1	SGD:S000005777		STACIA	2022-11-07
PMID:36307988	SGD:S000340472	GO information	gene	ARO4	SGD:S000000453		STACIA	2022-11-07
PMID:37405742	SGD:S000344418	Post-translational modifications	gene	IPL1	SGD:S000006130		STACIA	2023-07-11
PMID:37405742	SGD:S000344418	Post-translational modifications	gene	SLI15	SGD:S000000360		STACIA	2023-07-11
PMID:36315064	SGD:S000340474	Classical phenotype information	gene	TRA1	SGD:S000001141	tra1Q3 sensitizes cells to growth media acidification, shortens chronological lifespan, decreases expression of CTA1 and CTT1 in aged cells, increases sensitivity to oxidative stress, respiratory growth defect on glycerol; aged tra1Q3 cells also have reduced expression of peroxisomal genes, exhibit decreased numbers of peroxisomes and cannot grow on media containing oleate	NASH	2022-11-07
PMID:36310357	SGD:S000340475	Delay				no full text	NASH	2022-11-07
PMID:36326163	SGD:S000340479	Engineering	gene	GSH2	SGD:S000005409		STACIA	2022-11-07
PMID:36326163	SGD:S000340479	Engineering	gene	GSH1	SGD:S000003637		STACIA	2022-11-07
PMID:36312917	SGD:S000340480	Non-phenotype HTP					STACIA	2022-11-07
PMID:36325070	SGD:S000340481	GO information	gene	UBC7	SGD:S000004624		STACIA	2022-11-07
PMID:36325070	SGD:S000340481	GO information	gene	UBC6	SGD:S000000902		STACIA	2022-11-07
PMID:36325070	SGD:S000340481	GO information	gene	SSM4	SGD:S000001292		STACIA	2022-11-07
PMID:36325070	SGD:S000340481	Alleles	gene	SSM4	SGD:S000001292		STACIA	2022-11-07
PMID:36327976	SGD:S000340482	GO information	complex	DNA-directed RNA polymerase II complex	SGD:S000218120		STACIA	2022-11-07
PMID:36327976	SGD:S000340482	GO information	complex	Core mediator complex	SGD:S000217835		STACIA	2022-11-07
PMID:36327976	SGD:S000340482	GO information	gene	HSF1	SGD:S000003041		STACIA	2022-11-07
PMID:36327976	SGD:S000340482	Regulation information	gene	HSF1	SGD:S000003041		STACIA	2022-11-07
PMID:36327976	SGD:S000340482	Classical phenotype information	gene	HSF1	SGD:S000003041		STACIA	2022-11-07
PMID:36328152	SGD:S000340483	GO information	gene	SPF1	SGD:S000000757		STACIA	2022-11-07
PMID:36328152	SGD:S000340483	Classical phenotype information	gene	SPF1	SGD:S000000757		STACIA	2022-11-07
PMID:36315099	SGD:S000340487	GO information	gene	HRP1	SGD:S000005483	part of a hybrid txn'al termination pathway; mutants have polII termination defects (hrp1-L205S (hrp1-5))	NASH	2022-11-07
PMID:36315099	SGD:S000340487	Alleles	gene	HRP1	SGD:S000005483	hrp1-K160E = hrp1-1, hrp1-D193N, hrp1-L205S (hrp1-5), hrp1-W168F; hrp1-W168A; def1atten def1-(1-530), hrp1-F162W,  hrp1-F204W, hrp1-N-AID* 	NASH	2022-11-07
PMID:36315099	SGD:S000340487	Alleles	gene	DEF1	SGD:S000001537	hrp1-K160E = hrp1-1, hrp1-D193N, hrp1-L205S (hrp1-5), hrp1-W168F; hrp1-W168A; def1atten def1-(1-530), hrp1-F162W,  hrp1-F204W, hrp1-N-AID* 	NASH	2022-11-07
PMID:36315099	SGD:S000340487	Classical phenotype information	gene	DEF1	SGD:S000001537	def1-(1-530) is ts at 37 and 39 deg C, decreased levels of Rpb1p at 37 deg C; def1-(1-530)+ atten is ts at 37 deg C, has decreased levels of Rpb1p at 39 deg C; hrp1-K160E and L205S mutants slow growth at 37 deg C and lethal at 39 deg C); hrp1-W168F mild sensitivity at 37 and 39 deg C	NASH	2022-11-07
PMID:36315099	SGD:S000340487	Regulation information	gene	RPO21	SGD:S000002299		NASH	2022-11-07
PMID:36326816	SGD:S000340488	Non-phenotype HTP				Created 16,452 genetic perturbations using CRISPR/Cas9 and cytidine deaminase for base editing in yeast (supp file 1). 1020 gRNAs had a significant effect on the abundance of at least one of the eleven proteins studied	NASH	2022-11-07
PMID:37405742	SGD:S000344418	Regulation information	gene	IPL1	SGD:S000006130		STACIA	2023-07-11
PMID:36388968	SGD:S000340837	GO information	gene	DMC1	SGD:S000000981		STACIA	2022-11-22
PMID:36388968	SGD:S000340837	Classical phenotype information	gene	DMC1	SGD:S000000981		STACIA	2022-11-22
PMID:36410434	SGD:S000340937	GO information	complex	Rad17-Mec3-Ddc1 checkpoint clamp complex	SGD:S000217977		STACIA	2022-11-29
PMID:36410434	SGD:S000340937	GO information	gene	RAD24	SGD:S000000975		STACIA	2022-11-29
PMID:36410434	SGD:S000340937	GO information	gene	POL2	SGD:S000005206		STACIA	2022-11-29
PMID:36410434	SGD:S000340937	GO information	gene	RAD17	SGD:S000005895		STACIA	2022-11-29
PMID:36314526	SGD:S000340503	Regulation information	gene	PHO85	SGD:S000005952		STACIA	2022-11-08
PMID:36314526	SGD:S000340503	Regulation information	gene	PAH1	SGD:S000004775		STACIA	2022-11-08
PMID:36314526	SGD:S000340503	Regulation information	gene	PHO80	SGD:S000005361		STACIA	2022-11-08
PMID:36314526	SGD:S000340503	Regulation information	gene	SPO7	SGD:S000000007		STACIA	2022-11-08
PMID:36410434	SGD:S000340937	GO information	complex	DNA replication factor C complex	SGD:S000218022		STACIA	2022-11-29
PMID:36426069	SGD:S000340987	Non-phenotype HTP				proteome stability analysis in ubc4 and ubc5 null mutants (see http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD037315 and Supp table S2 (mmc2.xlsx) for the proteome-wide data	NASH	2022-12-05
PMID:36599624	SGD:S000341514	GO information	gene	NOC3	SGD:S000003992		STACIA	2023-01-12
PMID:36599624	SGD:S000341514	Classical phenotype information	gene	NOC3	SGD:S000003992		STACIA	2023-01-12
PMID:36574706	SGD:S000341547	GO information	complex	CDC48-NPL4-UFD1 AAA ATPase complex	SGD:S000218134		STACIA	2023-01-12
PMID:36574706	SGD:S000341547	GO information	gene	UFD1	SGD:S000003280		STACIA	2023-01-12
PMID:36583309	SGD:S000341562	GO information	gene	CUE2	SGD:S000001573		STACIA	2023-01-13
PMID:36583309	SGD:S000341562	GO information	gene	MBF1	SGD:S000007253		STACIA	2023-01-13
PMID:37405742	SGD:S000344418	Regulation information	gene	SLI15	SGD:S000000360		STACIA	2023-07-11
PMID:36314526	SGD:S000340503	Regulation information	complex	Nem1-Spo7 phosphatase complex	SGD:S000217972		STACIA	2022-11-08
PMID:36314526	SGD:S000340503	Regulation information	gene	NEM1	SGD:S000001046		STACIA	2022-11-08
PMID:36350310	SGD:S000340745	Regulation information	gene	SSA3	SGD:S000000171		STACIA	2022-11-15
PMID:36350310	SGD:S000340745	Regulation information	gene	SSA1	SGD:S000000004		STACIA	2022-11-15
PMID:36350310	SGD:S000340745	Regulation information	gene	CDC42	SGD:S000004219		STACIA	2022-11-15
PMID:37405742	SGD:S000344418	Classical phenotype information	gene	SLI15	SGD:S000000360		STACIA	2023-07-11
PMID:36350310	SGD:S000340745	Regulation information	gene	RSP5	SGD:S000000927		STACIA	2022-11-15
PMID:36350310	SGD:S000340745	Regulation information	gene	SSA4	SGD:S000000905		STACIA	2022-11-15
PMID:36350310	SGD:S000340745	Regulation information	gene	SSA2	SGD:S000003947		STACIA	2022-11-15
PMID:36350310	SGD:S000340745	Regulation information	gene	BEM4	SGD:S000006082		STACIA	2022-11-15
PMID:36350310	SGD:S000340745	Regulation information	gene	YDJ1	SGD:S000005008		STACIA	2022-11-15
PMID:36350310	SGD:S000340745	Alleles	gene	CDC42	SGD:S000004219	GTP-locked (Q61L) turnover-defective (TD) version, Cdc42pQ61L+TD	STACIA	2022-11-15
PMID:36350310	SGD:S000340745	Classical phenotype information	gene	CDC42	SGD:S000004219		STACIA	2022-11-15
PMID:36371383	SGD:S000340838	GO information	gene	SET2	SGD:S000003704		STACIA	2022-11-22
PMID:37517628	SGD:S000344783	Classical phenotype information	gene	PEP4	SGD:S000006075		STACIA	2023-08-07
PMID:36601773	SGD:S000341515	GO information	complex	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex	SGD:S000217949		STACIA	2023-01-12
PMID:36601773	SGD:S000341515	GO information	gene	YME1	SGD:S000006228		STACIA	2023-01-12
PMID:36601773	SGD:S000341515	Classical phenotype information	gene	YME1	SGD:S000006228		STACIA	2023-01-12
PMID:36577077	SGD:S000341548	Engineering					STACIA	2023-01-12
PMID:36583309	SGD:S000341562	Classical phenotype information	gene	CUE2	SGD:S000001573		STACIA	2023-01-13
PMID:36634476	SGD:S000341663	Classical phenotype information	gene	VMA3	SGD:S000000753	increased mutagenesis	STACIA	2023-01-18
PMID:36633543	SGD:S000341679	Engineering					STACIA	2023-01-18
PMID:36920098	SGD:S000342738	GO information	gene	BUB1	SGD:S000003420		STACIA	2023-03-24
PMID:36920098	SGD:S000342738	GO information	gene	BUB3	SGD:S000005552		STACIA	2023-03-24
PMID:36636353	SGD:S000341687	Regulation information	gene	CTT1	SGD:S000003320		STACIA	2023-01-18
PMID:36636353	SGD:S000341687	Regulation information	gene	HSP12	SGD:S000001880		STACIA	2023-01-18
PMID:36636353	SGD:S000341687	Regulation information	gene	PGM2	SGD:S000004711		STACIA	2023-01-18
PMID:36636353	SGD:S000341687	Regulation information	gene	DCS2	SGD:S000005699		STACIA	2023-01-18
PMID:36920098	SGD:S000342738	Classical phenotype information	gene	BUB1	SGD:S000003420		STACIA	2023-03-24
PMID:36920098	SGD:S000342738	Classical phenotype information	gene	BUB3	SGD:S000005552		STACIA	2023-03-24
PMID:36920098	SGD:S000342738	Classical phenotype information	gene	BIR1	SGD:S000003849		STACIA	2023-03-24
PMID:36920098	SGD:S000342738	Post-translational modifications	gene	CDC20	SGD:S000003084		STACIA	2023-03-24
PMID:36928138	SGD:S000342739	Classical phenotype information	gene	SPT6	SGD:S000003348		STACIA	2023-03-24
PMID:37274743	SGD:S000344035	Classical phenotype information	gene	XRS2	SGD:S000002777		STACIA	2023-06-14
PMID:37274743	SGD:S000344035	GO information	gene	XRS2	SGD:S000002777		STACIA	2023-06-14
PMID:37274743	SGD:S000344035	GO information	gene	MSH5	SGD:S000002313		STACIA	2023-06-14
PMID:37274743	SGD:S000344035	GO information	gene	CST9	SGD:S000004386		STACIA	2023-06-14
PMID:37398920	SGD:S000344419	Classical phenotype information	gene	BUD21	SGD:S000005604		STACIA	2023-07-11
PMID:37463851	SGD:S000344612	Delay				no full text available at publishers site 	NASH	2023-07-26
PMID:37535687	SGD:S000344785	GO information	gene	NUP159	SGD:S000001377		STACIA	2023-08-07
PMID:37535687	SGD:S000344785	GO information	gene	BUB2	SGD:S000004659		STACIA	2023-08-07
PMID:37535687	SGD:S000344785	GO information	complex	GTPase-Activating Protein BFA1-BUB2 complex	SGD:S000217923		STACIA	2023-08-07
PMID:37535687	SGD:S000344785	GO information	gene	BFA1	SGD:S000003814		STACIA	2023-08-07
PMID:36640272	SGD:S000341746	Classical phenotype information	gene	UBI4	SGD:S000003962		STACIA	2023-01-24
PMID:36640272	SGD:S000341746	Classical phenotype information	gene	MUP1	SGD:S000003287		STACIA	2023-01-24
PMID:36919609	SGD:S000342740	Alleles	gene	CDC13	SGD:S000002379	cdc13-707fs	STACIA	2023-03-24
PMID:36919609	SGD:S000342740	GO information	gene	SAW1	SGD:S000000025		STACIA	2023-03-24
PMID:36919609	SGD:S000342740	GO information	gene	MSH2	SGD:S000005450		STACIA	2023-03-24
PMID:36919609	SGD:S000342740	GO information	gene	RAD10	SGD:S000004560		STACIA	2023-03-24
PMID:36919609	SGD:S000342740	GO information	gene	MSH3	SGD:S000000688		STACIA	2023-03-24
PMID:36919609	SGD:S000342740	GO information	gene	RAD52	SGD:S000004494		STACIA	2023-03-24
PMID:36919609	SGD:S000342740	GO information	gene	SLX4	SGD:S000004125		STACIA	2023-03-24
PMID:36919609	SGD:S000342740	GO information	gene	RAD1	SGD:S000005943		STACIA	2023-03-24
PMID:36919609	SGD:S000342740	GO information	gene	RAD59	SGD:S000002217		STACIA	2023-03-24
PMID:37290870	SGD:S000344040	Classical phenotype information	gene	REG1	SGD:S000002435		STACIA	2023-06-15
PMID:37399378	SGD:S000344420	Classical phenotype information	gene	MCM1	SGD:S000004646		STACIA	2023-07-11
PMID:37126494	SGD:S000343452	Alleles	gene	RPT6	SGD:S000003016	rpt6-175	STACIA	2023-05-08
PMID:37126494	SGD:S000343452	Classical phenotype information	gene	RPT6	SGD:S000003016		STACIA	2023-05-08
PMID:37399378	SGD:S000344420	Classical phenotype information	gene	MATALPHA2	SGD:S000000635		STACIA	2023-07-11
PMID:37399378	SGD:S000344420	Alleles	gene	MCM1	SGD:S000004646		STACIA	2023-07-11
PMID:37399378	SGD:S000344420	Alleles	gene	MATALPHA2	SGD:S000000635		STACIA	2023-07-11
PMID:37453649	SGD:S000344613	Classical phenotype information	gene	TIS11	SGD:S000004126		STACIA	2023-07-26
PMID:37453649	SGD:S000344613	Regulation information	gene	ERG11	SGD:S000001049	Cth2 protein limits the translation and promotes the decrease in the mRNA levels of ERG1, ERG7 and ERG11	STACIA	2023-07-26
PMID:37453649	SGD:S000344613	Regulation information	gene	ERG1	SGD:S000003407	Cth2 protein limits the translation and promotes the decrease in the mRNA levels of ERG1, ERG7 and ERG11	STACIA	2023-07-26
PMID:37453649	SGD:S000344613	Regulation information	gene	ERG7	SGD:S000001114	Cth2 protein limits the translation and promotes the decrease in the mRNA levels of ERG1, ERG7 and ERG11	STACIA	2023-07-26
PMID:37453649	SGD:S000344613	Regulation information	gene	TIS11	SGD:S000004126	Cth2 protein limits the translation and promotes the decrease in the mRNA levels of ERG1, ERG7 and ERG11	STACIA	2023-07-26
PMID:37453649	SGD:S000344613	GO information	gene	TIS11	SGD:S000004126		STACIA	2023-07-26
PMID:37525255	SGD:S000344786	Classical phenotype information	gene	FLO8	SGD:S000000911		STACIA	2023-08-07
PMID:37525255	SGD:S000344786	Classical phenotype information	gene	FLO5	SGD:S000001254		STACIA	2023-08-07
PMID:37525255	SGD:S000344786	Classical phenotype information	gene	FLO10	SGD:S000001810		STACIA	2023-08-07
PMID:36651597	SGD:S000341751	Classical phenotype information	gene	SPC34	SGD:S000001745		STACIA	2023-01-24
PMID:36658165	SGD:S000341752	Classical phenotype information	gene	HCM1	SGD:S000000661		STACIA	2023-01-24
PMID:36658165	SGD:S000341752	Regulation information	gene	HCM1	SGD:S000000661		STACIA	2023-01-24
PMID:36658165	SGD:S000341752	Regulation information	gene	CKS1	SGD:S000000339		STACIA	2023-01-24
PMID:36658165	SGD:S000341752	Post-translational modifications	gene	HCM1	SGD:S000000661		STACIA	2023-01-24
PMID:36658165	SGD:S000341752	Post-translational modifications	gene	CKS1	SGD:S000000339		STACIA	2023-01-24
PMID:37418686	SGD:S000344421	GO information	gene	REV3	SGD:S000006088		STACIA	2023-07-11
PMID:37418686	SGD:S000344421	GO information	gene	POL3	SGD:S000002260		STACIA	2023-07-11
PMID:37418686	SGD:S000344421	GO information	gene	MRE11	SGD:S000004837		STACIA	2023-07-11
PMID:37133993	SGD:S000343453	GO information	complex	RSC chromatin remodelling complex, variant RSC1	SGD:S000217783		STACIA	2023-05-08
PMID:37133993	SGD:S000343453	GO information	complex	Core mediator complex	SGD:S000217835		STACIA	2023-05-08
PMID:37418686	SGD:S000344421	GO information	gene	RAD30	SGD:S000002827		STACIA	2023-07-11
PMID:37418686	SGD:S000344421	GO information	gene	POL4	SGD:S000000607		STACIA	2023-07-11
PMID:37418686	SGD:S000344421	GO information	gene	POL31	SGD:S000003766		STACIA	2023-07-11
PMID:37418686	SGD:S000344421	GO information	gene	POL32	SGD:S000003804		STACIA	2023-07-11
PMID:36703093	SGD:S000341813	Classical phenotype information	gene	RPN4	SGD:S000002178		STACIA	2023-01-30
PMID:36703093	SGD:S000341813	GO information	gene	RPN4	SGD:S000002178		STACIA	2023-01-30
PMID:36675300	SGD:S000341817	Classical phenotype information	gene	YRF1-6	SGD:S000005283		STACIA	2023-01-30
PMID:36675300	SGD:S000341817	Classical phenotype information	gene	DBP7	SGD:S000001732		STACIA	2023-01-30
PMID:36675300	SGD:S000341817	GO information	gene	YRF1-6	SGD:S000005283		STACIA	2023-01-30
PMID:36675300	SGD:S000341817	GO information	gene	DBP7	SGD:S000001732		STACIA	2023-01-30
PMID:36671352	SGD:S000341822	Classical phenotype information	gene	ERG3	SGD:S000004046	fig. 7 resistance to nystatin, amphotericin B and derivatives 	NASH	2023-01-30
PMID:36671352	SGD:S000341822	Classical phenotype information	gene	ERG6	SGD:S000004467	fig. 7 resistance to nystatin, amphotericin B and derivatives 	NASH	2023-01-30
PMID:36671352	SGD:S000341822	Classical phenotype information	gene	ERG2	SGD:S000004815	fig. 7 resistance to nystatin, amphotericin B and derivatives 	NASH	2023-01-30
PMID:36671352	SGD:S000341822	Classical phenotype information	gene	ERG5	SGD:S000004617	fig. 7 resistance to nystatin, amphotericin B and derivatives 	NASH	2023-01-30
PMID:36671352	SGD:S000341822	Classical phenotype information	gene	ERG4	SGD:S000002980	fig. 7 resistance to nystatin, amphotericin B and derivatives 	NASH	2023-01-30
PMID:36671462	SGD:S000341836	Classical phenotype information	gene	RPN5	SGD:S000002306	autophagy of the regulatory particle (using Rpn12-GFP) or core particle (Pre10-GFP) the generation of free GFP) are examined in the various mutants	NASH	2023-01-31
PMID:36671462	SGD:S000341836	Classical phenotype information	gene	ATG7	SGD:S000001214	autophagy of the regulatory particle (using Rpn12-GFP) or core particle (Pre10-GFP) the generation of free GFP) are examined in the various mutants	NASH	2023-01-31
PMID:36671462	SGD:S000341836	Classical phenotype information	gene	BLM10	SGD:S000001887	autophagy of the regulatory particle (using Rpn12-GFP) or core particle (Pre10-GFP) the generation of free GFP) are examined in the various mutants	NASH	2023-01-31
PMID:36671462	SGD:S000341836	Classical phenotype information	gene	HSP42	SGD:S000002578	autophagy of the regulatory particle (using Rpn12-GFP) or core particle (Pre10-GFP) the generation of free GFP) are examined in the various mutants	NASH	2023-01-31
PMID:36671462	SGD:S000341836	Classical phenotype information	gene	PUP2	SGD:S000003485	autophagy of the regulatory particle (using Rpn12-GFP) or core particle (Pre10-GFP) the generation of free GFP) are examined in the various mutants	NASH	2023-01-31
PMID:36671462	SGD:S000341836	Alleles	gene	RPN5	SGD:S000002306	rpn5ΔC	NASH	2023-01-31
PMID:36671396	SGD:S000341837	Classical phenotype information	gene	SSA1	SGD:S000000004		STACIA	2023-01-31
PMID:36671396	SGD:S000341837	Classical phenotype information	gene	SSE1	SGD:S000006027		STACIA	2023-01-31
PMID:36671396	SGD:S000341837	Classical phenotype information	gene	UMP1	SGD:S000000377		STACIA	2023-01-31
PMID:36671396	SGD:S000341837	GO information	gene	SSA1	SGD:S000000004		STACIA	2023-01-31
PMID:36671396	SGD:S000341837	GO information	gene	SSE1	SGD:S000006027		STACIA	2023-01-31
PMID:36702776	SGD:S000341838	Classical phenotype information	gene	SUL1	SGD:S000000498		STACIA	2023-01-31
PMID:36702776	SGD:S000341838	GO information	complex	Telomerase holoenzyme complex	SGD:S000217801		STACIA	2023-01-31
PMID:36702483	SGD:S000341839	Classical phenotype information	gene	POL2	SGD:S000005206		STACIA	2023-01-31
PMID:36674878	SGD:S000341846	Regulation information	gene	SNF1	SGD:S000002885		STACIA	2023-01-31
PMID:36674878	SGD:S000341846	Regulation information	gene	ATF1	SGD:S000005904		STACIA	2023-01-31
PMID:36674878	SGD:S000341846	GO information	gene	SNF1	SGD:S000002885		STACIA	2023-01-31
PMID:36674878	SGD:S000341846	GO information	gene	ATF1	SGD:S000005904		STACIA	2023-01-31
PMID:36694962	SGD:S000341847	Classical phenotype information	gene	PCS60	SGD:S000000426		STACIA	2023-01-31
PMID:36682496	SGD:S000341848	Classical phenotype information	gene	SSM4	SGD:S000001292		STACIA	2023-01-31
PMID:36682496	SGD:S000341848	Classical phenotype information	gene	UBC6	SGD:S000000902		STACIA	2023-01-31
PMID:36682496	SGD:S000341848	Classical phenotype information	gene	HRD1	SGD:S000005373		STACIA	2023-01-31
PMID:36682496	SGD:S000341848	Classical phenotype information	gene	DFM1	SGD:S000002819		STACIA	2023-01-31
PMID:36682496	SGD:S000341848	GO information	gene	DFM1	SGD:S000002819		STACIA	2023-01-31
PMID:36697253	SGD:S000341854	Post-translational modifications	gene	ATG32	SGD:S000001408		STACIA	2023-01-31
PMID:36697253	SGD:S000341854	Classical phenotype information	gene	PPG1	SGD:S000005315		STACIA	2023-01-31
PMID:36697253	SGD:S000341854	Classical phenotype information	gene	GET2	SGD:S000000885		STACIA	2023-01-31
PMID:36697253	SGD:S000341854	Classical phenotype information	gene	MSP1	SGD:S000003260		STACIA	2023-01-31
PMID:36697253	SGD:S000341854	Classical phenotype information	gene	GET3	SGD:S000002258		STACIA	2023-01-31
PMID:36697253	SGD:S000341854	Classical phenotype information	gene	GET1	SGD:S000002988		STACIA	2023-01-31
PMID:36697253	SGD:S000341854	GO information	gene	PPG1	SGD:S000005315		STACIA	2023-01-31
PMID:36697253	SGD:S000341854	GO information	gene	GET2	SGD:S000000885		STACIA	2023-01-31
PMID:36697253	SGD:S000341854	GO information	gene	GET3	SGD:S000002258		STACIA	2023-01-31
PMID:36697253	SGD:S000341854	GO information	gene	GET1	SGD:S000002988		STACIA	2023-01-31
PMID:36693698	SGD:S000341856	Post-translational modifications	gene	SHP1	SGD:S000000154	SHP1 is phosphorylated on S108 and S315 upon TORC1 inhibition (rapamycin), ER-stress, oxidative stress and cadmium; UBX4 is constitutively phosphorylated at multiple sites; S108 is a priming site for S106; SLT2 (MPK1) and GLC7 regulated this phosphorylation	NASH	2023-01-31
PMID:36693698	SGD:S000341856	Post-translational modifications	gene	UBX4	SGD:S000004671	SHP1 is phosphorylated on S108 and S315 upon TORC1 inhibition (rapamycin), ER-stress, oxidative stress and cadmium; UBX4 is constitutively phosphorylated at multiple sites; S108 is a priming site for S106; SLT2 (MPK1) and GLC7 regulated this phosphorylation	NASH	2023-01-31
PMID:36693698	SGD:S000341856	Alleles	gene	SHP1	SGD:S000000154	shp1-S108A; shp1-S315A; shp1-S321A; shp1-T331A;shp1-S321A,S322A; shp1-2SA (S108A,S315A), shp1-5A (S108A, S315A, S321A, S322A, T331A); shp1-S106A	NASH	2023-01-31
PMID:36693698	SGD:S000341856	Classical phenotype information	gene	SHP1	SGD:S000000154	marked reduction in ubiquitinated Met4 in cadmium treated cells is greatly impaired in the SHP1 null mutant (Shp1 loss slows the deubiquitination kinetics of Met4); SLT2 null reduces the ratio of double-phosphorylated Shp1 to unphosphorylated Shp1 after rapamycin treatment (i.e. decreased phosp'n) and catalytically inactive (slt2-R54) SLT2 is the same (i.e. does not rescue); at the non-permissive temperature glc7-12 induces Shp1 phosphorylation of both S108 and S315 at higher levels than WT	NASH	2023-01-31
PMID:36693698	SGD:S000341856	Classical phenotype information	gene	GLC7	SGD:S000000935	marked reduction in ubiquitinated Met4 in cadmium treated cells is greatly impaired in the SHP1 null mutant (Shp1 loss slows the deubiquitination kinetics of Met4); SLT2 null reduces the ratio of double-phosphorylated Shp1 to unphosphorylated Shp1 after rapamycin treatment (i.e. decreased phosp'n) and catalytically inactive (slt2-R54) SLT2 is the same (i.e. does not rescue); at the non-permissive temperature glc7-12 induces Shp1 phosphorylation of both S108 and S315 at higher levels than WT	NASH	2023-01-31
PMID:36693698	SGD:S000341856	Classical phenotype information	gene	SLT2	SGD:S000001072	marked reduction in ubiquitinated Met4 in cadmium treated cells is greatly impaired in the SHP1 null mutant (Shp1 loss slows the deubiquitination kinetics of Met4); SLT2 null reduces the ratio of double-phosphorylated Shp1 to unphosphorylated Shp1 after rapamycin treatment (i.e. decreased phosp'n) and catalytically inactive (slt2-R54) SLT2 is the same (i.e. does not rescue); at the non-permissive temperature glc7-12 induces Shp1 phosphorylation of both S108 and S315 at higher levels than WT	NASH	2023-01-31
PMID:36929751	SGD:S000342742	GO information	gene	REA1	SGD:S000004096		STACIA	2023-03-24
PMID:36689475	SGD:S000341858	Classical phenotype information	gene	DFM1	SGD:S000002819	DFM1 null mutant has increased ubiquitination of Hmg2-GFP and Ste6*-GFP, two ERAD substrates; cdc48-2 at permissive temperature shows reduced ERAD of Hmg2, Pdr5* and Ste6* 	NASH	2023-01-31
PMID:36689475	SGD:S000341858	Classical phenotype information	gene	CDC48	SGD:S000002284	DFM1 null mutant has increased ubiquitination of Hmg2-GFP and Ste6*-GFP, two ERAD substrates; cdc48-2 at permissive temperature shows reduced ERAD of Hmg2, Pdr5* and Ste6* 	NASH	2023-01-31
PMID:36929751	SGD:S000342742	GO information	gene	RRP17	SGD:S000002820		STACIA	2023-03-24
PMID:36929751	SGD:S000342742	GO information	gene	SPB4	SGD:S000001894		STACIA	2023-03-24
PMID:36709327	SGD:S000341922	GO information	gene	ATE1	SGD:S000002985	ATE1 unexpectedly binds an [Fe-S] cluster that regulates arginylation in vitro and in vivo	STACIA	2023-02-06
PMID:36712349	SGD:S000341923	Classical phenotype information	gene	PIL1	SGD:S000003318		STACIA	2023-02-06
PMID:36712349	SGD:S000341923	Classical phenotype information	gene	LSP1	SGD:S000005925		STACIA	2023-02-06
PMID:36712349	SGD:S000341923	Classical phenotype information	gene	SUR7	SGD:S000004516		STACIA	2023-02-06
PMID:37269945	SGD:S000344043	Classical phenotype information	gene	DGA1	SGD:S000005771		STACIA	2023-06-15
PMID:37130856	SGD:S000343454	Classical phenotype information	gene	GDH1	SGD:S000005902		STACIA	2023-05-08
PMID:37130856	SGD:S000343454	Classical phenotype information	gene	GDH3	SGD:S000000058		STACIA	2023-05-08
PMID:36715322	SGD:S000341998	Non-phenotype HTP				 GSE139634	EDITH	2023-02-06
PMID:36715322	SGD:S000341998	GO information	gene	BRE1	SGD:S000002232		EDITH	2023-02-06
PMID:36715322	SGD:S000341998	GO information	gene	RAD6	SGD:S000003026		EDITH	2023-02-06
PMID:37130856	SGD:S000343454	Classical phenotype information	gene	GCV3	SGD:S000000042		STACIA	2023-05-08
PMID:37130856	SGD:S000343454	Classical phenotype information	gene	IDH1	SGD:S000004982		STACIA	2023-05-08
PMID:37130856	SGD:S000343454	Classical phenotype information	gene	SAM1	SGD:S000004170		STACIA	2023-05-08
