gene_name or feature_name	feature_name or alias	contig	strain	feature.start	feature.end	
tL(CAA)L	tL(CAA)L	JRIU01000225.1	W303	22676	22562	
tL(CAA)L	tL(CAA)L	JRIX01000030.1	X2180-1A	22477	22363	
tL(CAA)L	tL(CAA)L	JRIF01000036.1	Y55	213	327	
tL(CAA)M	tL(CAA)M	JRIV01000166.1	CEN.PK2-1Ca	267	377	
tL(CAA)M	tL(CAA)M	JRIY01000133.1	D273-10B	57044	56931	
tL(CAA)M	tL(CAA)M	JRIW01000146.1	SEY6210	56844	56731	
tL(CAA)M	tL(CAA)M	JRIU01000031.1	W303	267	380	
tL(CAA)N	tL(CAA)N	JRIQ01000202.1	Sigma1278b	13210	13323	
tL(CAA)N	tL(CAA)N	JRIV01000213.1	CEN.PK2-1Ca	190007	190120	
tL(CAA)N	tL(CAA)N	JRIY01000006.1	D273-10B	76117	76004	
tL(CAA)N	tL(CAA)N	JRIT01000080.1	FL100	538	425	
tL(CAA)N	tL(CAA)N	JRIZ01000193.1	JK9-3d	538	425	
tL(CAA)N	tL(CAA)N	JRIW01000021.1	SEY6210	189751	189864	
tL(CAA)N	tL(CAA)N	JRIX01000084.1	X2180-1A	76241	76128	
tL(CAA)N	tL(CAA)N	JRIF01000231.1	Y55	190989	191102	
tL(GAG)G	tL(GAG)G	JRIQ01000005.1	Sigma1278b	584	503	
tL(GAG)G	tL(GAG)G	JRIV01000064.1	CEN.PK2-1Ca	126189	126270	
tL(GAG)G	tL(GAG)G	JRIY01000147.1	D273-10B	126155	126236	
tL(GAG)G	tL(GAG)G	JRIT01000140.1	FL100	126050	126131	
tL(GAG)G	tL(GAG)G	JRIZ01000012.1	JK9-3d	126073	126154	
tL(GAG)G	tL(GAG)G	JRIP01000057.1	RM11-1A	127019	127100	
tL(GAG)G	tL(GAG)G	JRIW01000052.1	SEY6210	147330	147411	
tL(GAG)G	tL(GAG)G	JRIU01000176.1	W303	125989	126070	
tL(GAG)G	tL(GAG)G	JRIX01000191.1	X2180-1A	126114	126195	
tL(UAA)B1	tL(UAA)B1	JRIV01000222.1	CEN.PK2-1Ca	198	281	
tL(UAA)B1	tL(UAA)B1	JRIY01000182.1	D273-10B	72597	72514	
tL(UAA)B1	tL(UAA)B1	JRIZ01000122.1	JK9-3d	180776	180693	
tL(UAA)B1	tL(UAA)B1	JRIP01000059.1	RM11-1A	181549	181466	
tL(UAA)B1	tL(UAA)B1	JRIW01000174.1	SEY6210	198	281	
tL(UAA)B1	tL(UAA)B1	JRIX01000121.1	X2180-1A	1674	1757	
tL(UAA)B1	tL(UAA)B1	JRIF01000055.1	Y55	198	281	
tL(UAA)B2	tL(UAA)B2	JRIQ01000110.1	Sigma1278b	47390	47473	
tL(UAA)B2	tL(UAA)B2	JRIV01000197.1	CEN.PK2-1Ca	47437	47520	
tL(UAA)B2	tL(UAA)B2	JRIY01000177.1	D273-10B	129579	129496	
tL(UAA)B2	tL(UAA)B2	JRIT01000185.1	FL100	129577	129494	
tL(UAA)B2	tL(UAA)B2	JRIZ01000178.1	JK9-3d	47436	47519	
tL(UAA)B2	tL(UAA)B2	JRIP01000036.1	RM11-1A	47644	47727	
tL(UAA)B2	tL(UAA)B2	JRIW01000048.1	SEY6210	47439	47522	
tL(UAA)B2	tL(UAA)B2	JRIX01000234.1	X2180-1A	5972	5889	
tL(UAA)B2	tL(UAA)B2	JRIF01000165.1	Y55	2662	2579	
tL(UAA)D	tL(UAA)D	JRIP01000120.1	RM11-1A	41684	41767	
SUP51	tL(UAA)J	JRIV01000142.1	CEN.PK2-1Ca	362	445	
SUP51	tL(UAA)J	JRIY01000004.1	D273-10B	69618	69535	
SUP51	tL(UAA)J	JRIT01000162.1	FL100	671	754	
SUP51	tL(UAA)J	JRIZ01000126.1	JK9-3d	509	592	
SUP51	tL(UAA)J	JRIW01000050.1	SEY6210	29412	29495	
SUP51	tL(UAA)J	JRIF01000208.1	Y55	29508	29591	
tL(UAA)K	tL(UAA)K	JRIQ01000039.1	Sigma1278b	81313	81396	
tL(UAA)K	tL(UAA)K	JRIV01000164.1	CEN.PK2-1Ca	47522	47605	
tL(UAA)K	tL(UAA)K	JRIY01000123.1	D273-10B	47570	47653	
tL(UAA)K	tL(UAA)K	JRIT01000049.1	FL100	81357	81440	
tL(UAA)K	tL(UAA)K	JRIZ01000135.1	JK9-3d	118452	118369	
tL(UAA)K	tL(UAA)K	JRIW01000103.1	SEY6210	373555	373472	
tL(UAA)K	tL(UAA)K	JRIX01000074.1	X2180-1A	68205	68288	
tL(UAA)K	tL(UAA)K	JRIF01000027.1	Y55	5505	5586	
tL(UAA)L	tL(UAA)L	JRIQ01000180.1	Sigma1278b	207	290	
tL(UAA)L	tL(UAA)L	JRIV01000052.1	CEN.PK2-1Ca	314936	314853	
tL(UAA)L	tL(UAA)L	JRIY01000222.1	D273-10B	210	293	
tL(UAA)L	tL(UAA)L	JRIZ01000167.1	JK9-3d	13251	13334	
tL(UAA)L	tL(UAA)L	JRIW01000026.1	SEY6210	13251	13334	
tL(UAA)L	tL(UAA)L	JRIX01000088.1	X2180-1A	13251	13334	
tL(UAA)L	tL(UAA)L	JRIF01000087.1	Y55	463	546	
tL(UAA)N	tL(UAA)N	JRIW01000054.1	SEY6210	120470	120387	
tL(UAA)Q	tL(UAA)Q	JRIQ01000341.1	Sigma1278b	1201	1117	
tL(UAG)J	tL(UAG)J	JRIQ01000069.1	Sigma1278b	85048	84926	
tL(UAG)J	tL(UAG)J	JRIV01000227.1	CEN.PK2-1Ca	40769	40869	
tL(UAG)J	tL(UAG)J	JRIY01000199.1	D273-10B	84849	84749	
tL(UAG)J	tL(UAG)J	JRIT01000069.1	FL100	84898	84764	
tL(UAG)J	tL(UAG)J	JRIZ01000094.1	JK9-3d	85153	85065	
tL(UAG)J	tL(UAG)J	JRIP01000051.1	RM11-1A	150536	150570	
tL(UAG)J	tL(UAG)J	JRIW01000121.1	SEY6210	84864	84764	
tL(UAG)J	tL(UAG)J	JRIU01000227.1	W303	76414	76514	
tL(UAG)J	tL(UAG)J	JRIX01000149.1	X2180-1A	74213	74331	
tL(UAG)J	tL(UAG)J	JRIF01000068.1	Y55	84821	84721	
tL(UAG)L1	tL(UAG)L1	JRIQ01000108.1	Sigma1278b	238	266	
tL(UAG)L1	tL(UAG)L1	JRIV01000249.1	CEN.PK2-1Ca	562	662	
tL(UAG)L1	tL(UAG)L1	JRIY01000132.1	D273-10B	728	828	
tL(UAG)L1	tL(UAG)L1	JRIT01000014.1	FL100	892	992	
tL(UAG)L1	tL(UAG)L1	JRIZ01000023.1	JK9-3d	1	29	
tL(UAG)L1	tL(UAG)L1	JRIP01000027.1	RM11-1A	7215	7243	
tL(UAG)L1	tL(UAG)L1	JRIW01000051.1	SEY6210	83518	83546	
tL(UAG)L1	tL(UAG)L1	JRIU01000158.1	W303	15334	15362	
tL(UAG)L1	tL(UAG)L1	JRIX01000171.1	X2180-1A	102338	102256	
tL(UAG)L1	tL(UAG)L1	JRIF01000196.1	Y55	7148	7248	
tL(UAG)L2	tL(UAG)L2	JRIQ01000092.1	Sigma1278b	1	30	
tL(UAG)L2	tL(UAG)L2	JRIV01000052.1	CEN.PK2-1Ca	89953	90053	
tL(UAG)L2	tL(UAG)L2	JRIY01000038.1	D273-10B	1	30	
tL(UAG)L2	tL(UAG)L2	JRIT01000135.1	FL100	75112	75141	
tL(UAG)L2	tL(UAG)L2	JRIZ01000011.1	JK9-3d	208724	208695	
tL(UAG)L2	tL(UAG)L2	JRIP01000050.1	RM11-1A	2398	2369	
tL(UAG)L2	tL(UAG)L2	JRIW01000159.1	SEY6210	1	30	
tL(UAG)L2	tL(UAG)L2	JRIU01000043.1	W303	209686	209657	
tL(UAG)L2	tL(UAG)L2	JRIX01000157.1	X2180-1A	208939	208910	
tL(UAG)L2	tL(UAG)L2	JRIF01000095.1	Y55	43729	43758	
tM(CAU)C	tM(CAU)C	JRIY01000024.1	D273-10B	7075	7146	
tM(CAU)C	tM(CAU)C	JRIP01000024.1	RM11-1A	1682	1611	
tM(CAU)C	tM(CAU)C	JRIF01000061.1	Y55	48294	48223	
EMT1	tM(CAU)D	JRIQ01000169.1	Sigma1278b	64006	63934	
EMT1	tM(CAU)D	JRIV01000224.1	CEN.PK2-1Ca	248	320	
EMT1	tM(CAU)D	JRIY01000175.1	D273-10B	248	320	
EMT1	tM(CAU)D	JRIT01000182.1	FL100	31367	31295	
EMT1	tM(CAU)D	JRIZ01000065.1	JK9-3d	14258	14330	
EMT1	tM(CAU)D	JRIP01000092.1	RM11-1A	64005	63933	
EMT1	tM(CAU)D	JRIW01000040.1	SEY6210	64010	63938	
EMT1	tM(CAU)D	JRIU01000058.1	W303	14257	14329	
EMT1	tM(CAU)D	JRIX01000014.1	X2180-1A	11515	11587	
EMT1	tM(CAU)D	JRIF01000190.1	Y55	1	39	
IMT4	tM(CAU)E	JRIQ01000074.1	Sigma1278b	77886	77957	
IMT4	tM(CAU)E	JRIV01000121.1	CEN.PK2-1Ca	16191	16120	
IMT4	tM(CAU)E	JRIY01000021.1	D273-10B	35902	35973	
IMT4	tM(CAU)E	JRIT01000190.1	FL100	78259	78330	
IMT4	tM(CAU)E	JRIZ01000163.1	JK9-3d	38171	38100	
IMT4	tM(CAU)E	JRIP01000013.1	RM11-1A	46488	46559	
IMT4	tM(CAU)E	JRIW01000127.1	SEY6210	77167	77238	
IMT4	tM(CAU)E	JRIU01000138.1	W303	35325	35254	
IMT4	tM(CAU)E	JRIX01000222.1	X2180-1A	35622	35551	
IMT4	tM(CAU)E	JRIF01000023.1	Y55	18206	18135	
EMT5	tM(CAU)J1	JRIQ01000026.1	Sigma1278b	35787	35715	
EMT5	tM(CAU)J1	JRIV01000142.1	CEN.PK2-1Ca	33740	33812	
EMT5	tM(CAU)J1	JRIY01000004.1	D273-10B	35785	35713	
EMT5	tM(CAU)J1	JRIT01000025.1	FL100	24190	24262	
EMT5	tM(CAU)J1	JRIZ01000126.1	JK9-3d	33889	33961	
EMT5	tM(CAU)J1	JRIP01000111.1	RM11-1A	9149	9221	
EMT5	tM(CAU)J1	JRIW01000050.1	SEY6210	62791	62863	
EMT5	tM(CAU)J1	JRIU01000116.1	W303	24019	24091	
EMT5	tM(CAU)J1	JRIX01000205.1	X2180-1A	63117	63189	
EMT5	tM(CAU)J1	JRIF01000208.1	Y55	63716	63788	
EMT3	tM(CAU)J2	JRIQ01000127.1	Sigma1278b	30912	30840	
EMT3	tM(CAU)J2	JRIV01000142.1	CEN.PK2-1Ca	1940	1868	
EMT3	tM(CAU)J2	JRIY01000004.1	D273-10B	68040	68112	
EMT3	tM(CAU)J2	JRIT01000162.1	FL100	2245	2173	
EMT3	tM(CAU)J2	JRIZ01000126.1	JK9-3d	2083	2011	
EMT3	tM(CAU)J2	JRIP01000103.1	RM11-1A	6939	7011	
EMT3	tM(CAU)J2	JRIW01000050.1	SEY6210	30990	30918	
EMT3	tM(CAU)J2	JRIU01000075.1	W303	7935	8007	
EMT3	tM(CAU)J2	JRIX01000205.1	X2180-1A	31129	31057	
EMT3	tM(CAU)J2	JRIF01000208.1	Y55	31081	31009	
IMT3	tM(CAU)J3	JRIQ01000140.1	Sigma1278b	33951	33880	
IMT3	tM(CAU)J3	JRIV01000078.1	CEN.PK2-1Ca	22635	22706	
IMT3	tM(CAU)J3	JRIY01000190.1	D273-10B	50888	50817	
IMT3	tM(CAU)J3	JRIT01000073.1	FL100	34086	34015	
IMT3	tM(CAU)J3	JRIZ01000094.1	JK9-3d	184807	184878	
IMT3	tM(CAU)J3	JRIP01000051.1	RM11-1A	51724	51653	
IMT3	tM(CAU)J3	JRIW01000121.1	SEY6210	184386	184457	
IMT3	tM(CAU)J3	JRIU01000244.1	W303	33952	33881	
IMT3	tM(CAU)J3	JRIX01000194.1	X2180-1A	20211	20282	
IMT3	tM(CAU)J3	JRIF01000064.1	Y55	20439	20510	
EMT4	tM(CAU)M	JRIQ01000095.1	Sigma1278b	60500	60572	
EMT4	tM(CAU)M	JRIV01000166.1	CEN.PK2-1Ca	68302	68230	
EMT4	tM(CAU)M	JRIY01000115.1	D273-10B	27661	27733	
EMT4	tM(CAU)M	JRIT01000100.1	FL100	35363	35435	
EMT4	tM(CAU)M	JRIZ01000219.1	JK9-3d	26899	26971	
EMT4	tM(CAU)M	JRIP01000012.1	RM11-1A	33609	33681	
EMT4	tM(CAU)M	JRIW01000030.1	SEY6210	29350	29422	
EMT4	tM(CAU)M	JRIU01000031.1	W303	68308	68236	
EMT4	tM(CAU)M	JRIX01000181.1	X2180-1A	11063	10991	
EMT4	tM(CAU)M	JRIF01000108.1	Y55	33715	33787	
IMT1	tM(CAU)O1	JRIQ01000096.1	Sigma1278b	13331	13238	
IMT1	tM(CAU)O1	JRIV01000150.1	CEN.PK2-1Ca	213	284	
IMT1	tM(CAU)O1	JRIY01000030.1	D273-10B	38774	38845	
IMT1	tM(CAU)O1	JRIT01000144.1	FL100	133	226	
IMT1	tM(CAU)O1	JRIZ01000154.1	JK9-3d	259773	259740	
IMT1	tM(CAU)O1	JRIP01000108.1	RM11-1A	36199	36270	
IMT1	tM(CAU)O1	JRIW01000144.1	SEY6210	213	284	
IMT1	tM(CAU)O1	JRIU01000007.1	W303	259900	259866	
IMT1	tM(CAU)O1	JRIX01000063.1	X2180-1A	133	167	
IMT1	tM(CAU)O1	JRIF01000200.1	Y55	103002	103073	
EMT2	tM(CAU)O2	JRIQ01000003.1	Sigma1278b	3764	3692	
EMT2	tM(CAU)O2	JRIV01000076.1	CEN.PK2-1Ca	3877	3805	
EMT2	tM(CAU)O2	JRIY01000041.1	D273-10B	117893	117965	
EMT2	tM(CAU)O2	JRIT01000157.1	FL100	94170	94098	
EMT2	tM(CAU)O2	JRIZ01000221.1	JK9-3d	220	292	
EMT2	tM(CAU)O2	JRIP01000022.1	RM11-1A	93583	93544	
EMT2	tM(CAU)O2	JRIW01000168.1	SEY6210	542	614	
EMT2	tM(CAU)O2	JRIU01000153.1	W303	220	292	
EMT2	tM(CAU)O2	JRIX01000038.1	X2180-1A	94387	94315	
EMT2	tM(CAU)O2	JRIF01000040.1	Y55	93243	93171	
IMT2	tM(CAU)P	JRIQ01000037.1	Sigma1278b	216156	216227	
IMT2	tM(CAU)P	JRIV01000005.1	CEN.PK2-1Ca	39033	39104	
IMT2	tM(CAU)P	JRIY01000060.1	D273-10B	98284	98355	
IMT2	tM(CAU)P	JRIT01000161.1	FL100	57582	57511	
IMT2	tM(CAU)P	JRIZ01000110.1	JK9-3d	243163	243092	
IMT2	tM(CAU)P	JRIP01000110.1	RM11-1A	242718	242647	
IMT2	tM(CAU)P	JRIW01000075.1	SEY6210	126982	126911	
IMT2	tM(CAU)P	JRIU01000154.1	W303	66613	66684	
IMT2	tM(CAU)P	JRIX01000060.1	X2180-1A	127039	126968	
IMT2	tM(CAU)P	JRIF01000017.1	Y55	128452	128381	
tM(CAU)Q2	tM(CAU)Q2	JRIQ01000354.1	Sigma1278b	1365	1442	
tN(GUU)C	tN(GUU)C	JRIQ01000166.1	Sigma1278b	20935	20862	
tN(GUU)C	tN(GUU)C	JRIV01000207.1	CEN.PK2-1Ca	36988	37061	
tN(GUU)C	tN(GUU)C	JRIY01000128.1	D273-10B	15205	15132	
tN(GUU)C	tN(GUU)C	JRIT01000051.1	FL100	21401	21328	
tN(GUU)C	tN(GUU)C	JRIZ01000100.1	JK9-3d	20936	20863	
tN(GUU)C	tN(GUU)C	JRIP01000152.1	RM11-1A	35342	35415	
tN(GUU)C	tN(GUU)C	JRIW01000189.1	SEY6210	21095	21022	
tN(GUU)C	tN(GUU)C	JRIX01000040.1	X2180-1A	20936	20863	
tN(GUU)C	tN(GUU)C	JRIF01000201.1	Y55	3287	3360	
tN(GUU)F	tN(GUU)F	JRIQ01000142.1	Sigma1278b	108667	108594	
tN(GUU)F	tN(GUU)F	JRIV01000145.1	CEN.PK2-1Ca	20139	20066	
tN(GUU)F	tN(GUU)F	JRIY01000012.1	D273-10B	390	463	
tN(GUU)F	tN(GUU)F	JRIT01000062.1	FL100	20146	20073	
tN(GUU)F	tN(GUU)F	JRIZ01000235.1	JK9-3d	390	463	
tN(GUU)F	tN(GUU)F	JRIP01000074.1	RM11-1A	20144	20071	
tN(GUU)F	tN(GUU)F	JRIW01000213.1	SEY6210	20144	20071	
tN(GUU)F	tN(GUU)F	JRIU01000095.1	W303	290	363	
tN(GUU)F	tN(GUU)F	JRIX01000133.1	X2180-1A	390	463	
tN(GUU)F	tN(GUU)F	JRIF01000041.1	Y55	414	487	
tN(GUU)G	tN(GUU)G	JRIQ01000205.1	Sigma1278b	4456	4383	
tN(GUU)G	tN(GUU)G	JRIV01000038.1	CEN.PK2-1Ca	23436	23509	
tN(GUU)G	tN(GUU)G	JRIY01000147.1	D273-10B	151059	151132	
tN(GUU)G	tN(GUU)G	JRIT01000089.1	FL100	9466	9393	
tN(GUU)G	tN(GUU)G	JRIZ01000185.1	JK9-3d	3475	3548	
tN(GUU)G	tN(GUU)G	JRIP01000057.1	RM11-1A	151804	151877	
tN(GUU)G	tN(GUU)G	JRIW01000088.1	SEY6210	33661	33588	
tN(GUU)G	tN(GUU)G	JRIU01000054.1	W303	4478	4405	
tN(GUU)G	tN(GUU)G	JRIX01000153.1	X2180-1A	4724	4651	
tN(GUU)G	tN(GUU)G	JRIF01000148.1	Y55	4097	4024	
tN(GUU)K	tN(GUU)K	JRIQ01000039.1	Sigma1278b	71729	71802	
tN(GUU)K	tN(GUU)K	JRIV01000164.1	CEN.PK2-1Ca	37923	37996	
tN(GUU)K	tN(GUU)K	JRIY01000123.1	D273-10B	37986	38059	
tN(GUU)K	tN(GUU)K	JRIT01000049.1	FL100	71770	71843	
tN(GUU)K	tN(GUU)K	JRIZ01000135.1	JK9-3d	128035	127962	
tN(GUU)K	tN(GUU)K	JRIP01000011.1	RM11-1A	71825	71898	
tN(GUU)K	tN(GUU)K	JRIW01000103.1	SEY6210	383139	383066	
tN(GUU)K	tN(GUU)K	JRIU01000027.1	W303	71757	71830	
tN(GUU)K	tN(GUU)K	JRIX01000074.1	X2180-1A	58621	58694	
tN(GUU)L	tN(GUU)L	JRIQ01000128.1	Sigma1278b	386	459	
tN(GUU)L	tN(GUU)L	JRIV01000052.1	CEN.PK2-1Ca	328473	328400	
tN(GUU)L	tN(GUU)L	JRIY01000208.1	D273-10B	250	323	
tN(GUU)L	tN(GUU)L	JRIT01000068.1	FL100	12922	12849	
tN(GUU)L	tN(GUU)L	JRIZ01000167.1	JK9-3d	250	323	
tN(GUU)L	tN(GUU)L	JRIP01000033.1	RM11-1A	37142	37215	
tN(GUU)L	tN(GUU)L	JRIW01000026.1	SEY6210	250	323	
tN(GUU)L	tN(GUU)L	JRIU01000093.1	W303	250	323	
tN(GUU)L	tN(GUU)L	JRIX01000088.1	X2180-1A	250	323	
tN(GUU)L	tN(GUU)L	JRIF01000078.1	Y55	239	312	
tN(GUU)N1	tN(GUU)N1	JRIQ01000056.1	Sigma1278b	206	279	
tN(GUU)N1	tN(GUU)N1	JRIV01000061.1	CEN.PK2-1Ca	150461	150388	
tN(GUU)N1	tN(GUU)N1	JRIY01000179.1	D273-10B	290	363	
tN(GUU)N1	tN(GUU)N1	JRIT01000106.1	FL100	206	279	
tN(GUU)N1	tN(GUU)N1	JRIZ01000064.1	JK9-3d	150353	150280	
tN(GUU)N1	tN(GUU)N1	JRIP01000137.1	RM11-1A	167342	167269	
tN(GUU)N1	tN(GUU)N1	JRIW01000173.1	SEY6210	141706	141779	
tN(GUU)N1	tN(GUU)N1	JRIU01000072.1	W303	206	279	
tN(GUU)N1	tN(GUU)N1	JRIX01000220.1	X2180-1A	332	405	
tN(GUU)N1	tN(GUU)N1	JRIF01000137.1	Y55	289	362	
tN(GUU)N2	tN(GUU)N2	JRIV01000180.1	CEN.PK2-1Ca	332	405	
tN(GUU)N2	tN(GUU)N2	JRIY01000045.1	D273-10B	229	302	
tN(GUU)N2	tN(GUU)N2	JRIW01000054.1	SEY6210	26868	26941	
tN(GUU)N2	tN(GUU)N2	JRIF01000139.1	Y55	93514	93441	
tN(GUU)O1	tN(GUU)O1	JRIQ01000023.1	Sigma1278b	104773	104846	
tN(GUU)O1	tN(GUU)O1	JRIV01000055.1	CEN.PK2-1Ca	195345	195418	
tN(GUU)O1	tN(GUU)O1	JRIY01000077.1	D273-10B	126651	126578	
tN(GUU)O1	tN(GUU)O1	JRIT01000140.1	FL100	231623	231696	
tN(GUU)O1	tN(GUU)O1	JRIZ01000173.1	JK9-3d	104696	104769	
tN(GUU)O1	tN(GUU)O1	JRIP01000004.1	RM11-1A	348861	348788	
tN(GUU)O1	tN(GUU)O1	JRIW01000094.1	SEY6210	201913	201840	
tN(GUU)O1	tN(GUU)O1	JRIU01000133.1	W303	231612	231539	
tN(GUU)O1	tN(GUU)O1	JRIX01000055.1	X2180-1A	104679	104752	
tN(GUU)O2	tN(GUU)O2	JRIQ01000023.1	Sigma1278b	364169	364242	
tN(GUU)O2	tN(GUU)O2	JRIV01000149.1	CEN.PK2-1Ca	27365	27438	
tN(GUU)O2	tN(GUU)O2	JRIY01000194.1	D273-10B	132342	132415	
tN(GUU)O2	tN(GUU)O2	JRIT01000140.1	FL100	490518	490591	
tN(GUU)O2	tN(GUU)O2	JRIZ01000031.1	JK9-3d	132450	132523	
tN(GUU)O2	tN(GUU)O2	JRIW01000060.1	SEY6210	90187	90114	
tN(GUU)O2	tN(GUU)O2	JRIX01000100.1	X2180-1A	132320	132393	
tN(GUU)O2	tN(GUU)O2	JRIF01000147.1	Y55	49523	49450	
tN(GUU)P	tN(GUU)P	JRIQ01000061.1	Sigma1278b	103922	103995	
tN(GUU)P	tN(GUU)P	JRIV01000016.1	CEN.PK2-1Ca	28615	28542	
tN(GUU)P	tN(GUU)P	JRIY01000022.1	D273-10B	264	337	
tN(GUU)P	tN(GUU)P	JRIZ01000197.1	JK9-3d	34859	34932	
tN(GUU)P	tN(GUU)P	JRIP01000149.1	RM11-1A	12938	12865	
tN(GUU)P	tN(GUU)P	JRIW01000204.1	SEY6210	363	436	
tN(GUU)P	tN(GUU)P	JRIX01000180.1	X2180-1A	198	271	
tN(GUU)P	tN(GUU)P	JRIF01000012.1	Y55	28501	28428	
tN(GUU)Q	tN(GUU)Q	JRIQ01000359.1	Sigma1278b	342	272	
SUF2	tP(AGG)C	JRIQ01000166.1	Sigma1278b	25422	25493	
SUF2	tP(AGG)C	JRIV01000207.1	CEN.PK2-1Ca	32918	32847	
SUF2	tP(AGG)C	JRIY01000232.1	D273-10B	522	593	
SUF2	tP(AGG)C	JRIT01000064.1	FL100	32826	32755	
SUF2	tP(AGG)C	JRIZ01000100.1	JK9-3d	25584	25655	
SUF2	tP(AGG)C	JRIP01000152.1	RM11-1A	31284	31213	
SUF2	tP(AGG)C	JRIW01000189.1	SEY6210	25163	25234	
SUF2	tP(AGG)C	JRIU01000009.1	W303	25012	25083	
SUF2	tP(AGG)C	JRIX01000040.1	X2180-1A	25077	25148	
SUF2	tP(AGG)C	JRIF01000226.1	Y55	524	595	
SUF10	tP(AGG)N	JRIQ01000109.1	Sigma1278b	29666	29595	
SUF10	tP(AGG)N	JRIV01000154.1	CEN.PK2-1Ca	169	240	
SUF10	tP(AGG)N	JRIY01000085.1	D273-10B	334	405	
SUF10	tP(AGG)N	JRIT01000096.1	FL100	32230	32159	
SUF10	tP(AGG)N	JRIZ01000119.1	JK9-3d	29560	29489	
SUF10	tP(AGG)N	JRIP01000176.1	RM11-1A	32234	32163	
SUF10	tP(AGG)N	JRIW01000054.1	SEY6210	26186	26115	
SUF10	tP(AGG)N	JRIU01000010.1	W303	32231	32160	
SUF10	tP(AGG)N	JRIX01000020.1	X2180-1A	94270	94341	
SUF10	tP(AGG)N	JRIF01000139.1	Y55	94196	94267	
TRN1	tP(UGG)A	JRIQ01000133.1	Sigma1278b	650	548	
TRN1	tP(UGG)A	JRIY01000160.1	D273-10B	111338	111440	
TRN1	tP(UGG)A	JRIT01000087.1	FL100	2541	2439	
TRN1	tP(UGG)A	JRIZ01000052.1	JK9-3d	1200	1098	
TRN1	tP(UGG)A	JRIW01000016.1	SEY6210	111939	112041	
TRN1	tP(UGG)A	JRIU01000032.1	W303	653	551	
TRN1	tP(UGG)A	JRIX01000217.1	X2180-1A	653	551	
SUF9	tP(UGG)F	JRIQ01000142.1	Sigma1278b	71994	72096	
SUF9	tP(UGG)F	JRIV01000135.1	CEN.PK2-1Ca	86767	86869	
SUF9	tP(UGG)F	JRIW01000039.1	SEY6210	86424	86526	
SUF9	tP(UGG)F	JRIX01000137.1	X2180-1A	16724	16622	
SUF9	tP(UGG)F	JRIF01000101.1	Y55	9941	9839	
SUF8	tP(UGG)H	JRIV01000027.1	CEN.PK2-1Ca	63556	63658	
SUF8	tP(UGG)H	JRIY01000087.1	D273-10B	137	239	
SUF8	tP(UGG)H	JRIT01000129.1	FL100	63994	64096	
SUF8	tP(UGG)H	JRIZ01000085.1	JK9-3d	63568	63670	
SUF8	tP(UGG)H	JRIW01000065.1	SEY6210	63569	63671	
SUF8	tP(UGG)H	JRIU01000018.1	W303	221	323	
SUF8	tP(UGG)H	JRIX01000037.1	X2180-1A	221	323	
tP(UGG)L	tP(UGG)L	JRIQ01000082.1	Sigma1278b	2371	2269	
tP(UGG)L	tP(UGG)L	JRIV01000165.1	CEN.PK2-1Ca	5199	5097	
tP(UGG)L	tP(UGG)L	JRIY01000099.1	D273-10B	3852	3750	
tP(UGG)L	tP(UGG)L	JRIT01000197.1	FL100	44005	44107	
tP(UGG)L	tP(UGG)L	JRIZ01000225.1	JK9-3d	5199	5097	
tP(UGG)L	tP(UGG)L	JRIW01000119.1	SEY6210	51790	51892	
tP(UGG)L	tP(UGG)L	JRIU01000004.1	W303	3311	3209	
tP(UGG)L	tP(UGG)L	JRIX01000173.1	X2180-1A	2345	2243	
tP(UGG)L	tP(UGG)L	JRIF01000187.1	Y55	4685	4583	
SUF7	tP(UGG)M	JRIW01000044.1	SEY6210	155590	155692	
tP(UGG)N1	tP(UGG)N1	JRIQ01000148.1	Sigma1278b	21724	21826	
tP(UGG)N1	tP(UGG)N1	JRIV01000067.1	CEN.PK2-1Ca	201	303	
tP(UGG)N1	tP(UGG)N1	JRIY01000187.1	D273-10B	22045	22147	
tP(UGG)N1	tP(UGG)N1	JRIZ01000048.1	JK9-3d	21725	21827	
tP(UGG)N1	tP(UGG)N1	JRIP01000066.1	RM11-1A	286747	286849	
tP(UGG)N1	tP(UGG)N1	JRIW01000131.1	SEY6210	22112	22214	
tP(UGG)N1	tP(UGG)N1	JRIF01000047.1	Y55	13857	13755	
tP(UGG)N2	tP(UGG)N2	JRIV01000194.1	CEN.PK2-1Ca	160	262	
tP(UGG)N2	tP(UGG)N2	JRIY01000109.1	D273-10B	160	262	
tP(UGG)N2	tP(UGG)N2	JRIW01000209.1	SEY6210	374	476	
tP(UGG)O1	tP(UGG)O1	JRIQ01000023.1	Sigma1278b	177495	177596	
tP(UGG)O1	tP(UGG)O1	JRIV01000200.1	CEN.PK2-1Ca	217	318	
tP(UGG)O1	tP(UGG)O1	JRIY01000077.1	D273-10B	53900	53799	
tP(UGG)O1	tP(UGG)O1	JRIT01000140.1	FL100	304375	304476	
tP(UGG)O1	tP(UGG)O1	JRIP01000004.1	RM11-1A	275959	275858	
tP(UGG)O1	tP(UGG)O1	JRIX01000055.1	X2180-1A	177430	177531	
SUF11	tP(UGG)O2	JRIQ01000023.1	Sigma1278b	341176	341277	
SUF11	tP(UGG)O2	JRIV01000149.1	CEN.PK2-1Ca	4362	4463	
SUF11	tP(UGG)O2	JRIY01000194.1	D273-10B	109339	109440	
